,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income
19963,21,4,22415,15,9,2,4,0,2,1,49,39,0
19964,31,4,2702,11,8,0,1,1,4,0,34,39,0
19965,29,6,13331,11,8,2,4,0,4,1,39,39,0
19966,34,4,2166,11,8,2,3,0,4,1,39,39,0
19967,18,6,22221,11,8,4,8,2,4,0,29,39,0
19968,7,4,24240,5,3,4,6,2,4,1,39,26,0
19969,13,4,24159,15,9,0,6,1,4,1,49,39,0
19970,53,4,1028,11,8,2,4,0,4,1,29,39,0
19971,9,4,23514,11,8,2,14,0,4,1,43,39,0
19972,17,4,3648,11,8,2,3,0,4,1,39,39,0
19973,29,4,22466,11,8,2,3,0,4,1,39,39,1
19974,53,4,7475,11,8,2,1,5,4,0,4,39,0
19975,20,2,584,15,9,2,8,0,4,1,39,39,0
19976,19,6,1114,15,9,0,12,4,4,0,34,39,0
19977,6,4,27219,6,4,4,7,2,4,0,39,26,0
19978,11,4,20563,11,8,2,12,0,4,1,39,39,0
19979,27,6,11000,15,9,2,4,0,4,1,49,39,1
19980,41,4,9174,11,8,0,7,1,4,1,29,39,0
19981,36,4,7621,15,9,2,4,0,4,1,59,39,1
19982,6,4,1371,15,9,2,6,0,4,1,39,39,0
19983,9,4,23434,11,8,4,3,1,2,1,39,39,0
19984,4,0,21073,15,9,2,0,0,4,1,39,39,0
19985,17,2,5701,12,13,0,10,1,4,0,49,39,0
19986,26,4,3405,1,6,2,3,0,4,1,39,39,0
19987,5,4,27628,15,9,4,8,2,2,1,19,39,0
19988,24,4,6528,15,9,2,3,0,0,1,49,39,1
19989,19,4,11176,11,8,2,1,0,1,1,39,40,0
19990,24,2,25596,9,12,2,10,5,4,0,19,39,0
19991,10,4,27201,11,8,4,1,1,4,1,39,39,0
19992,25,6,1191,15,9,2,5,0,4,1,59,39,0
19993,10,4,6600,8,10,4,1,3,4,0,34,39,0
19994,24,4,6759,11,8,0,11,3,4,1,39,39,0
19995,15,4,25988,9,12,2,4,2,1,0,39,3,1
19996,4,4,25666,15,9,4,1,3,1,1,19,39,0
19997,27,4,23262,9,12,2,4,0,2,1,49,39,1
19998,12,4,15805,9,12,4,4,3,4,1,39,39,0
19999,2,6,17416,15,9,4,8,3,4,0,21,39,0
20000,4,2,28325,15,9,4,1,3,4,1,39,13,0
20001,29,4,2422,11,8,2,14,0,4,1,39,39,0
20002,21,4,6406,9,12,2,4,0,4,1,54,39,1
20003,26,4,9856,15,9,4,1,4,4,1,47,39,1
20004,37,5,13079,11,8,2,12,0,4,1,49,39,1
20005,21,4,20015,12,13,2,4,0,4,1,59,39,1
20006,1,0,23792,15,9,4,0,3,4,1,39,39,0
20007,33,4,18498,11,8,2,1,5,4,0,39,39,1
20008,13,4,4805,8,10,2,10,5,4,0,35,39,1
20009,13,4,10313,6,4,2,3,0,4,1,39,39,0
20010,11,2,208,11,8,4,4,4,0,0,34,39,0
20011,9,4,6063,8,10,4,1,1,4,0,44,39,0
20012,20,1,17009,15,9,2,3,0,4,1,42,39,0
20013,15,4,5889,11,8,2,7,0,4,1,49,39,1
20014,47,7,22017,12,13,2,10,5,4,0,4,39,1
20015,1,4,10007,11,8,4,12,3,4,0,27,39,0
20016,13,4,7833,15,9,2,1,0,4,1,29,39,0
20017,19,0,2201,8,10,2,0,5,4,0,7,39,0
20018,1,4,15748,1,6,4,8,2,2,1,29,39,0
20019,10,4,28308,11,8,2,3,0,4,1,39,39,0
20020,32,4,6765,6,4,2,8,0,4,1,39,39,0
20021,29,7,18948,11,8,2,8,0,4,1,42,39,1
20022,20,4,14532,11,8,2,1,0,4,1,39,39,0
20023,13,4,12830,15,9,0,14,1,4,1,39,39,0
20024,12,4,595,11,8,0,10,1,3,0,29,11,0
20025,5,0,28139,11,8,4,0,3,4,1,39,26,0
20026,8,6,15101,11,8,2,5,0,4,1,29,39,0
20027,21,4,23714,11,8,5,9,4,2,0,29,39,0
20028,15,0,28381,9,12,0,0,4,4,0,39,39,0
20029,18,4,25227,15,9,2,3,0,4,1,49,39,0
20030,39,4,24671,12,13,2,1,0,4,1,78,39,1
20031,12,4,12902,15,9,0,4,1,4,0,39,39,0
20032,24,4,7250,11,8,2,13,0,4,1,39,39,0
20033,30,4,9411,11,8,2,7,0,4,1,39,39,0
20034,6,4,11443,9,12,4,1,1,1,0,39,39,0
20035,29,6,20178,9,12,2,12,0,4,1,44,39,1
20036,11,2,10628,11,8,4,11,2,2,1,39,39,0
20037,22,4,12220,9,12,0,1,4,4,0,19,39,0
20038,25,6,25668,15,9,2,5,5,4,0,49,39,0
20039,22,4,820,11,8,2,14,0,4,1,47,39,1
20040,51,0,16160,5,3,2,0,0,4,1,29,39,0
20041,20,5,23491,9,12,2,3,0,4,1,54,39,1
20042,40,4,12400,14,14,4,10,1,4,0,39,39,0
20043,5,4,26409,15,9,4,8,1,2,0,29,39,0
20044,7,4,105,8,10,4,1,1,4,1,29,39,1
20045,2,4,16962,15,9,4,6,3,4,1,49,39,0
20046,38,4,12583,7,11,0,12,4,2,0,29,39,0
20047,20,2,22013,11,8,2,11,0,4,1,39,39,0
20048,20,2,20747,15,9,4,1,4,2,0,39,39,0
20049,11,4,17677,9,12,2,8,0,4,1,49,39,0
20050,10,4,14834,11,8,4,8,1,4,0,39,39,0
20051,23,7,7240,9,12,4,10,4,4,0,19,39,0
20052,34,4,15931,11,8,0,9,3,4,0,39,39,0
20053,35,4,5229,8,10,2,14,0,4,1,55,39,0
20054,57,0,4632,15,9,6,0,1,4,0,2,39,0
20055,32,5,26230,15,9,2,4,0,4,1,49,39,1
20056,3,0,472,15,9,4,0,3,4,0,39,39,0
20057,23,1,3449,15,9,0,1,1,4,0,49,39,0
20058,63,4,4061,15,9,4,10,1,4,1,59,39,0
20059,46,4,6495,15,9,2,11,0,4,1,39,39,0
20060,46,4,4686,11,8,0,14,4,4,1,44,39,1
20061,34,4,20251,15,9,0,1,4,4,0,39,39,0
20062,6,4,16749,11,8,4,1,1,4,0,39,39,0
20063,49,6,18027,11,8,6,3,1,4,1,19,39,0
20064,16,6,8365,11,8,2,12,0,4,1,65,39,0
20065,32,4,14606,11,8,2,3,0,4,1,42,39,0
20066,3,4,19790,15,9,4,14,1,4,1,31,39,0
20067,16,5,7053,7,11,2,4,0,4,1,59,39,1
20068,9,4,3498,15,9,1,11,0,4,1,39,39,0
20069,35,4,11633,11,8,2,4,0,4,1,49,39,1
20070,16,4,12522,9,12,2,4,0,4,1,49,39,1
20071,30,4,9206,9,12,0,12,1,4,1,44,39,0
20072,6,4,21074,11,8,4,4,3,2,1,73,39,0
20073,36,1,7036,7,11,2,1,0,4,1,39,39,0
20074,2,4,2114,15,9,4,8,3,4,1,19,39,0
20075,9,1,4631,15,9,4,3,1,4,1,39,39,0
20076,36,4,8895,5,3,2,14,0,4,1,59,39,1
20077,48,4,12241,11,8,4,7,1,4,1,9,39,0
20078,51,4,25426,9,12,2,14,0,4,1,29,39,0
20079,13,4,28082,0,5,4,12,2,4,1,17,13,0
20080,11,4,8494,1,6,2,3,0,4,1,44,39,0
20081,37,2,8752,0,5,2,11,0,4,1,44,39,0
20082,13,4,1042,11,8,4,8,3,4,1,9,39,0
20083,5,4,16354,15,9,4,1,3,4,1,49,39,0
20084,8,4,18755,11,8,4,8,3,4,1,29,39,0
20085,2,4,21889,1,6,4,8,2,4,1,19,39,0
20086,2,0,27456,15,9,4,0,3,4,0,34,39,0
20087,15,1,6310,14,14,2,10,0,4,1,39,39,1
20088,6,4,15794,9,12,4,4,3,4,0,39,39,0
20089,34,2,27411,9,12,2,10,0,4,1,44,39,0
20090,8,4,16317,15,9,2,12,0,4,1,43,39,1
20091,29,2,21311,9,12,4,10,1,2,0,39,39,0
20092,21,4,17409,15,9,0,13,4,4,0,49,39,0
20093,9,7,3077,11,8,2,11,0,1,1,39,39,1
20094,29,4,16780,11,8,0,10,1,4,0,39,39,0
20095,8,4,17772,9,12,4,10,1,4,0,39,39,0
20096,3,4,16155,15,9,4,8,3,4,0,15,39,0
20097,12,2,13069,12,13,2,10,2,4,1,34,39,0
20098,34,5,24102,12,13,2,4,0,4,1,49,39,1
20099,23,4,13933,15,9,2,3,0,4,1,51,39,0
20100,7,4,16749,15,9,4,1,1,4,0,39,39,0
20101,7,6,1184,9,12,4,5,4,4,1,49,39,0
20102,14,4,26985,8,10,2,8,5,0,0,23,26,0
20103,37,0,717,11,8,0,0,1,4,0,29,39,0
20104,17,4,25960,7,11,5,3,1,4,1,59,39,0
20105,2,4,1267,15,9,4,5,3,4,1,65,39,0
20106,4,4,13458,11,8,4,14,3,2,1,39,39,0
20107,4,4,15326,0,5,2,5,0,4,1,69,39,0
20108,6,4,321,15,9,2,14,0,4,1,23,39,0
20109,20,1,27898,15,9,4,3,1,4,1,39,39,0
20110,23,4,3148,12,13,2,4,0,4,1,45,39,1
20111,40,4,3279,11,8,2,8,0,4,1,29,39,0
20112,31,4,16944,9,12,2,10,0,4,1,39,39,1
20113,7,4,7677,1,6,2,14,0,1,1,39,40,0
20114,26,4,15726,15,9,2,10,0,4,1,39,39,0
20115,15,0,12350,9,12,4,0,1,4,0,19,0,0
20116,23,4,8284,11,8,4,8,1,4,0,39,39,0
20117,35,5,4242,14,14,2,10,0,4,1,34,39,1
20118,32,4,3800,11,8,0,4,1,4,1,39,39,0
20119,28,6,20361,15,9,2,4,0,0,1,39,39,0
20120,45,2,10262,11,8,4,3,1,4,1,39,39,0
20121,12,4,2410,8,10,2,1,0,4,1,39,39,0
20122,32,4,6936,11,8,5,7,4,4,0,39,39,0
20123,38,1,15218,15,9,0,1,4,2,0,39,39,0
20124,3,0,980,15,9,4,0,3,0,1,70,39,0
20125,20,5,7924,9,12,4,4,3,4,1,39,39,0
20126,26,7,16599,9,12,2,1,0,4,1,39,39,1
20127,12,4,2463,15,9,0,1,1,4,0,39,39,0
20128,27,4,5409,11,8,2,12,5,4,0,39,39,1
20129,11,4,23030,15,9,5,13,4,4,1,39,39,1
20130,21,4,23830,15,9,4,4,1,4,0,44,39,0
20131,28,4,809,8,10,2,12,0,4,1,49,39,1
20132,5,0,24144,15,9,4,0,3,4,1,39,39,0
20133,2,4,24166,15,9,4,8,3,4,0,19,39,0
20134,3,4,15203,2,7,4,8,1,4,1,39,39,0
20135,43,4,3830,11,8,2,6,0,4,1,39,39,0
20136,13,4,6974,11,8,4,12,1,4,0,39,39,0
20137,5,4,8234,15,9,4,1,1,1,1,39,0,0
20138,34,4,13637,15,9,0,12,1,4,0,59,39,0
20139,14,4,26564,9,12,4,10,4,2,0,39,0,0
20140,31,4,24573,11,8,0,4,4,4,0,39,39,0
20141,26,4,23578,9,12,2,12,0,4,1,39,39,1
20142,34,2,13151,11,8,0,14,4,2,1,39,39,0
20143,24,4,7450,8,10,2,13,0,4,1,47,39,1
20144,45,0,4559,8,10,2,0,0,4,1,39,39,0
20145,33,7,19552,11,8,2,3,0,2,1,39,39,1
20146,29,4,9427,11,8,2,12,5,4,0,39,39,1
20147,37,4,89,15,9,2,14,0,4,1,59,39,1
20148,51,4,3398,11,8,2,6,0,4,1,44,39,1
20149,6,6,18387,7,11,4,3,1,4,1,29,39,0
20150,32,4,5845,12,13,4,12,1,4,0,34,39,0
20151,7,4,28351,0,5,2,6,0,4,1,39,39,0
20152,13,2,26244,11,8,2,11,0,2,1,39,39,0
20153,21,4,12369,11,8,2,7,0,4,1,44,39,0
20154,17,4,8945,11,8,4,12,1,4,0,34,39,0
20155,5,4,24831,15,9,4,4,3,4,1,39,39,0
20156,13,4,117,5,3,5,6,1,4,1,39,39,0
20157,44,4,9927,5,3,2,14,0,4,1,30,39,0
20158,19,4,13154,11,8,0,4,4,4,1,39,39,0
20159,34,5,11918,8,10,2,4,0,4,1,39,39,0
20160,26,4,8071,4,2,2,7,5,1,0,39,40,1
20161,37,1,7996,15,9,2,11,0,4,1,47,39,1
20162,46,4,8652,11,8,6,10,1,4,0,24,39,0
20163,34,4,21372,15,9,2,4,0,4,1,39,39,1
20164,46,6,11125,0,5,2,7,0,4,1,39,39,0
20165,34,2,6834,12,13,2,10,0,4,1,59,39,1
20166,10,4,9826,11,8,0,12,3,4,0,34,39,0
20167,18,4,26212,7,11,2,13,0,4,1,39,39,1
20168,14,0,229,9,12,2,0,5,4,0,24,39,1
20169,29,6,757,11,8,5,3,4,4,1,39,39,0
20170,36,4,19243,8,10,2,3,0,2,1,39,39,1
20171,9,1,26956,15,9,0,1,3,4,1,23,39,0
20172,26,4,11205,11,8,4,7,3,4,1,39,39,0
20173,22,4,15471,11,8,2,12,0,4,1,49,39,1
20174,33,1,13349,11,8,0,10,1,4,1,39,39,0
20175,37,1,869,11,8,2,1,0,4,1,39,39,1
20176,45,0,14154,15,9,2,0,5,4,0,44,39,1
20177,40,7,9280,15,9,0,10,4,4,0,39,39,0
20178,2,0,12914,15,9,4,0,3,2,1,23,39,0
20179,12,2,4593,11,8,4,8,3,4,1,19,39,0
20180,3,4,18854,11,8,4,3,2,2,1,39,39,0
20181,36,4,5526,9,12,2,4,0,4,1,54,39,1
20182,1,0,27624,15,9,4,0,3,4,1,39,39,0
20183,5,0,8339,15,9,4,0,3,4,1,39,39,0
20184,6,4,28034,11,8,4,8,1,4,1,39,8,0
20185,52,4,14585,1,6,2,1,0,4,1,19,39,0
20186,39,4,16864,5,3,2,6,0,4,1,39,39,0
20187,36,2,28228,9,12,2,10,0,2,1,34,39,0
20188,11,4,20946,11,8,4,1,1,4,1,39,39,0
20189,11,4,16569,9,12,2,8,0,2,1,39,39,0
20190,16,5,9065,11,8,2,4,0,1,1,81,36,1
20191,31,4,14494,11,8,0,12,4,4,0,29,39,0
20192,44,4,11876,11,8,2,3,0,4,1,39,39,1
20193,32,4,3749,9,12,2,10,0,4,1,44,39,0
20194,31,4,6051,15,9,2,4,0,4,1,39,39,0
20195,15,4,27228,5,3,2,3,0,4,1,39,39,0
20196,34,4,14672,11,8,2,3,0,4,1,39,39,1
20197,10,0,8315,9,12,4,0,1,4,1,39,39,0
20198,2,4,21221,15,9,4,8,3,4,1,13,39,0
20199,30,4,3410,11,8,2,10,0,4,1,49,39,0
20200,8,4,86,9,12,4,14,3,4,1,59,39,0
20201,55,4,2206,15,9,2,11,0,2,1,39,39,0
20202,12,4,14292,1,6,0,3,1,4,1,39,39,0
20203,5,4,3227,11,8,4,1,3,4,0,39,39,0
20204,40,4,5948,11,8,2,8,0,2,1,47,9,0
20205,33,4,6835,7,11,2,1,0,4,1,59,4,0
20206,28,5,9731,15,9,2,12,0,4,1,29,39,0
20207,35,4,24959,15,9,0,10,1,4,1,39,39,1
20208,36,4,16765,12,13,2,4,0,4,1,47,39,1
20209,19,4,21178,11,8,2,6,0,4,1,47,39,0
20210,29,4,25027,11,8,2,3,0,4,1,39,39,1
20211,3,4,27075,11,8,4,12,3,4,0,19,39,0
20212,58,4,4650,4,2,6,8,4,2,1,9,39,0
20213,15,2,8011,11,8,2,3,0,4,1,39,39,1
20214,11,4,21170,11,8,2,3,0,4,1,39,39,0
20215,36,4,5464,12,13,0,10,1,4,0,39,39,0
20216,0,4,16645,1,6,4,12,3,4,0,34,39,0
20217,29,7,23699,8,10,0,1,4,4,0,37,39,0
20218,22,4,15479,7,11,5,10,1,4,0,29,39,0
20219,21,4,3744,15,9,0,3,4,4,1,39,39,0
20220,19,4,11242,11,8,2,7,0,4,1,59,39,0
20221,46,2,6111,9,12,4,10,1,2,0,20,39,0
20222,11,4,25456,3,1,2,7,0,4,1,42,26,0
20223,11,0,1160,9,12,4,0,3,4,1,44,39,0
20224,32,4,26455,11,8,4,1,4,4,0,34,39,0
20225,26,4,27428,15,9,2,7,0,4,1,39,26,0
20226,21,4,464,9,12,2,4,0,4,1,44,39,1
20227,22,4,6971,11,8,4,13,1,4,1,61,9,0
20228,25,0,20424,11,8,0,0,1,2,0,39,39,0
20229,23,4,25412,11,8,2,4,0,4,1,39,39,0
20230,28,0,364,11,8,5,0,4,4,0,9,39,0
20231,12,0,24529,11,8,0,0,4,4,0,39,39,0
20232,7,1,24506,9,12,4,10,1,4,1,44,39,0
20233,13,4,12756,15,9,2,13,0,4,1,49,39,1
20234,27,4,23262,15,9,2,14,0,2,1,39,39,0
20235,23,4,11617,11,8,2,12,0,4,1,23,39,0
20236,13,4,18689,11,8,4,7,2,4,0,34,33,0
20237,25,4,1594,12,13,0,10,1,4,0,39,39,0
20238,35,6,5449,8,10,0,10,1,4,0,34,39,0
20239,25,4,24340,15,9,2,3,0,2,1,39,39,1
20240,22,4,10545,15,9,2,3,0,4,1,51,39,1
20241,26,4,12966,15,9,0,10,4,4,1,44,39,0
20242,45,6,3724,11,8,2,3,0,4,1,39,39,0
20243,13,4,17481,8,10,2,3,0,4,1,39,9,0
20244,66,0,21244,11,8,6,0,1,4,0,19,39,0
20245,22,4,28461,9,12,2,10,0,4,1,54,39,1
20246,24,4,24248,11,8,2,14,5,4,0,19,39,0
20247,32,4,5236,12,13,2,10,5,4,0,39,39,1
20248,8,4,6019,1,6,2,3,0,4,1,39,39,0
20249,31,4,27311,1,6,2,14,0,4,1,39,39,0
20250,42,0,7022,7,11,0,0,1,4,1,7,39,0
20251,27,7,23722,9,12,4,1,1,4,1,39,39,0
20252,19,4,17594,6,4,0,6,1,4,1,55,39,0
20253,23,4,7311,11,8,4,6,3,4,1,39,21,0
20254,4,4,15693,11,8,4,1,3,2,0,34,23,0
20255,24,4,3986,15,9,5,1,1,4,0,37,39,0
20256,7,4,18305,9,12,4,4,1,4,0,49,39,0
20257,50,6,7713,11,8,2,5,0,4,1,59,39,0
20258,7,4,19508,9,12,4,1,3,4,1,37,39,0
20259,33,6,26807,9,12,2,12,0,4,1,59,39,0
20260,31,4,4727,12,13,0,12,1,4,1,34,39,0
20261,38,0,5762,7,11,2,0,0,2,1,19,39,1
20262,12,4,11133,11,8,4,7,1,4,1,39,7,0
20263,33,4,9101,9,12,0,10,4,4,0,35,21,0
20264,47,7,28232,0,5,2,4,0,4,1,39,39,1
20265,32,4,2984,6,4,0,8,1,2,1,36,39,0
20266,3,4,7504,11,8,4,8,3,2,1,51,39,0
20267,13,4,11092,11,8,5,1,1,4,0,39,39,0
20268,20,4,3636,9,12,2,8,0,1,1,29,3,0
20269,35,4,15565,11,8,2,7,0,4,1,39,39,1
20270,5,4,15407,15,9,4,11,3,4,1,24,39,0
20271,60,0,9878,11,8,6,0,1,4,0,13,39,0
20272,2,7,3209,15,9,4,1,3,4,1,14,39,0
20273,35,4,13484,11,8,0,3,2,4,1,54,39,1
20274,25,4,11500,9,12,3,13,3,1,0,39,39,0
20275,18,4,4611,11,8,5,4,1,4,0,35,39,0
20276,10,4,7803,15,9,4,1,4,4,0,49,39,0
20277,37,7,16358,11,8,4,8,1,2,0,37,39,0
20278,20,4,23708,11,8,2,3,0,4,1,39,39,0
20279,20,4,14150,0,5,2,14,0,4,1,34,39,0
20280,11,4,7755,5,3,2,3,0,4,1,29,39,0
20281,46,4,12572,9,12,2,12,0,4,1,39,39,0
20282,2,4,26582,11,8,4,7,3,4,1,41,39,0
20283,11,4,10892,9,12,4,12,3,4,0,39,39,0
20284,6,0,6620,15,9,4,0,1,4,1,39,39,0
20285,27,4,13518,14,14,4,10,1,4,0,39,39,1
20286,14,4,17476,15,9,2,3,0,4,1,39,39,1
20287,18,4,7714,9,12,4,12,1,1,1,49,0,1
20288,47,4,5260,11,8,0,9,1,4,0,49,39,0
20289,23,4,4368,11,8,2,6,0,4,1,39,39,1
20290,42,2,20139,7,11,0,10,1,4,0,49,39,0
20291,5,4,27081,15,9,4,1,3,4,0,39,39,0
20292,23,4,27163,15,9,4,12,1,4,0,43,39,0
20293,18,4,19412,5,3,2,6,0,4,1,39,26,0
20294,3,4,9746,15,9,4,1,3,4,0,14,39,0
20295,18,2,15246,11,8,4,11,3,4,1,39,39,0
20296,11,4,26063,15,9,2,4,0,4,1,47,39,0
20297,11,4,2874,11,8,0,7,3,4,1,39,39,0
20298,20,0,12651,15,9,2,0,0,4,1,19,39,0
20299,55,0,7161,10,15,2,0,0,4,1,5,39,1
20300,8,5,11504,7,11,4,12,1,4,1,59,39,0
20301,20,4,4187,11,8,0,1,4,4,0,39,39,0
20302,2,0,1029,15,9,4,0,3,4,0,44,39,0
20303,14,4,11540,8,10,0,12,3,4,0,37,39,0
20304,24,4,15609,11,8,4,1,2,4,0,39,39,0
20305,14,4,26707,0,5,2,13,0,4,1,39,39,1
20306,27,4,18952,11,8,2,3,0,4,1,39,39,0
20307,3,4,966,15,9,4,4,1,2,1,46,39,0
20308,40,6,1806,15,9,2,5,0,4,1,49,39,0
20309,9,4,15947,11,8,0,8,1,4,0,11,39,0
20310,27,5,5432,11,8,2,4,0,4,1,59,12,0
20311,12,2,25073,11,8,4,11,1,4,1,39,39,0
20312,19,4,14288,11,8,2,10,0,4,1,39,39,1
20313,23,4,14368,8,10,2,3,0,4,1,39,39,1
20314,4,4,17928,7,11,4,8,1,2,1,34,23,0
20315,4,4,2660,15,9,4,3,1,4,1,69,39,0
20316,17,6,24748,14,14,5,10,4,4,1,47,39,1
20317,7,4,16550,9,12,4,4,3,4,0,14,39,0
20318,11,4,24427,0,5,0,8,1,4,0,39,39,0
20319,18,4,12197,11,8,5,14,3,4,1,49,39,0
20320,18,4,4067,11,8,0,3,1,4,1,39,39,0
20321,21,7,18782,9,12,4,4,1,4,0,39,39,0
20322,27,1,27164,11,8,0,1,4,2,0,39,39,0
20323,22,4,4936,9,12,2,6,5,4,0,39,31,1
20324,40,2,6129,11,8,0,8,1,4,0,39,39,0
20325,2,4,20891,15,9,4,12,3,4,0,39,39,0
20326,12,4,2455,8,10,2,7,0,4,1,47,39,0
20327,6,4,23478,11,8,4,7,2,2,1,39,39,0
20328,33,4,11585,11,8,6,8,4,4,0,39,39,0
20329,34,6,20454,15,9,2,3,0,4,1,19,39,0
20330,11,4,211,8,10,0,3,1,0,1,39,39,0
20331,27,4,5213,9,12,2,12,0,4,1,59,39,0
20332,12,6,19441,9,12,4,10,1,2,1,39,39,0
20333,14,4,19180,11,8,0,14,1,4,1,44,39,0
20334,10,4,19490,9,12,2,3,0,4,1,44,39,1
20335,17,4,20826,9,12,2,4,0,4,1,44,39,0
20336,33,5,10798,14,14,2,10,0,1,1,49,30,1
20337,10,4,997,15,9,2,6,0,4,1,39,39,1
20338,14,4,21686,8,10,4,1,4,2,0,39,39,0
20339,29,4,15235,7,11,2,3,0,4,1,39,39,1
20340,22,4,2755,15,9,4,1,3,1,0,39,39,0
20341,23,4,28109,9,12,2,12,0,4,1,54,39,1
20342,11,4,17862,1,6,0,12,3,4,1,39,39,0
20343,1,4,21924,11,8,4,12,3,4,0,39,39,0
20344,34,4,24189,11,8,0,1,1,4,0,39,39,0
20345,41,5,5506,11,8,0,12,1,4,1,49,39,0
20346,49,4,25501,11,8,2,12,0,4,1,39,39,0
20347,19,6,23352,11,8,2,8,5,1,0,19,35,0
20348,21,4,20549,1,6,0,6,1,4,0,59,39,0
20349,8,4,6252,7,11,4,4,3,4,1,39,39,0
20350,8,4,5544,11,8,4,8,4,4,0,21,39,0
20351,73,4,24483,1,6,4,6,3,4,1,39,39,0
20352,24,2,2090,15,9,0,1,4,4,0,39,39,0
20353,17,0,9812,11,8,4,0,4,2,0,39,39,0
20354,16,4,8389,9,12,0,10,4,4,0,39,11,0
20355,16,4,21371,11,8,4,1,1,4,0,39,39,0
20356,18,4,10432,9,12,2,4,0,4,1,44,39,1
20357,22,6,17971,11,8,4,3,3,2,0,19,39,0
20358,42,4,11204,11,8,2,12,0,4,1,59,39,0
20359,2,4,26828,15,9,4,13,3,4,1,15,39,0
20360,22,4,14778,11,8,2,12,0,4,1,37,39,0
20361,2,0,17652,15,9,4,0,3,4,1,39,39,0
20362,10,4,12312,11,8,4,6,3,4,0,39,39,0
20363,35,4,16992,5,3,2,3,0,4,1,39,39,0
20364,42,6,3624,11,8,0,8,3,4,0,23,39,0
20365,11,4,27218,15,9,0,3,4,4,0,39,39,0
20366,20,4,20674,11,8,0,8,2,4,0,49,29,0
20367,33,0,13026,0,5,2,0,0,4,1,95,39,0
20368,19,4,25762,9,12,2,4,0,4,1,49,39,1
20369,17,4,9767,9,12,2,10,0,4,1,59,39,1
20370,6,4,27735,15,9,4,1,3,4,1,39,39,0
20371,2,0,13107,1,6,4,0,3,4,0,29,39,0
20372,16,4,23362,11,8,0,3,1,4,1,81,39,0
20373,10,2,8668,12,13,4,10,3,4,1,51,39,0
20374,14,2,15272,12,13,2,10,0,4,1,39,39,0
20375,4,4,21787,0,5,2,7,0,4,1,35,39,0
20376,14,4,1667,11,8,2,4,0,4,1,53,39,0
20377,42,4,2954,11,8,2,6,0,4,1,39,39,1
20378,23,2,20760,12,13,2,10,0,4,1,47,39,1
20379,2,4,27541,1,6,4,6,3,4,1,39,39,0
20380,30,4,15871,11,8,2,14,0,4,1,49,39,0
20381,17,4,4509,9,12,4,3,4,4,1,39,39,0
20382,40,4,14984,11,8,2,8,0,4,1,76,39,0
20383,34,2,9769,6,4,2,14,0,2,1,39,39,0
20384,4,4,13376,15,9,4,6,1,4,1,19,39,0
20385,13,5,2976,15,9,2,12,0,4,1,49,39,0
20386,29,4,4617,15,9,0,6,1,4,1,44,39,0
20387,23,4,20297,9,12,4,12,1,4,0,44,39,0
20388,35,4,27353,13,0,2,8,1,4,1,39,8,0
20389,6,4,23178,9,12,4,12,1,1,1,49,36,0
20390,73,0,21521,9,12,6,0,2,4,0,9,39,0
20391,8,4,14663,11,8,4,1,1,4,0,49,39,0
20392,26,4,15057,15,9,0,14,1,4,1,44,39,0
20393,21,7,611,15,9,0,11,4,0,0,39,39,1
20394,5,4,16278,8,10,4,8,1,4,0,29,39,0
20395,16,2,11365,9,12,4,1,1,4,0,39,39,0
20396,17,4,22673,15,9,2,10,0,4,1,39,39,1
20397,48,4,26205,8,10,2,14,0,4,1,19,39,0
20398,33,4,9658,11,8,4,13,3,4,1,14,39,0
20399,12,4,15296,9,12,4,12,1,4,1,47,39,0
20400,8,4,13509,11,8,2,14,0,4,1,39,39,0
20401,37,4,24198,15,9,0,1,1,4,0,39,39,0
20402,32,4,4084,11,8,2,1,0,4,1,39,39,1
20403,27,4,20611,15,9,2,7,0,4,1,39,39,0
20404,7,4,10562,6,4,0,8,3,4,0,39,39,0
20405,8,4,28114,9,12,4,12,1,4,1,37,39,0
20406,48,2,18848,11,8,2,14,0,4,1,19,39,0
20407,39,6,18934,11,8,2,4,0,2,1,44,39,0
20408,22,6,7917,14,14,2,10,0,4,1,59,39,1
20409,6,4,16931,9,12,4,10,3,4,0,39,39,0
20410,3,4,15276,15,9,4,8,1,4,0,19,39,0
20411,7,4,20345,4,2,4,3,4,4,1,39,8,0
20412,24,4,18919,15,9,2,4,0,4,1,49,39,1
20413,23,5,1221,15,9,2,5,0,4,1,49,39,0
20414,38,4,9854,11,8,2,3,0,4,1,49,39,1
20415,21,4,22818,11,8,0,1,4,4,0,47,39,0
20416,6,4,15969,11,8,4,1,4,2,0,39,39,0
20417,27,4,3387,9,12,2,4,0,4,1,49,39,0
20418,28,4,7297,15,9,2,3,0,4,1,39,39,1
20419,3,6,14623,15,9,4,1,3,4,0,11,11,0
20420,12,4,17340,11,8,4,8,3,4,1,39,39,0
20421,26,7,7807,11,8,2,11,0,4,1,39,39,0
20422,13,4,18734,2,7,0,7,1,4,1,39,39,0
20423,11,7,8,15,9,4,1,1,4,0,37,39,0
20424,14,4,19030,11,8,2,4,0,4,1,39,39,1
20425,35,4,6590,11,8,0,3,4,4,0,39,39,0
20426,19,4,4622,9,12,2,10,5,4,0,49,20,1
20427,21,4,13402,11,8,2,3,0,4,1,44,39,0
